Customer_ID,Gender,Age,Annual Income (k$),Spending Score (1-100),cluster
8834,Male,20,45,55,4
8835,Female,48,62,47,4
8836,Male,35,86,93,1
8837,Male,19,75,9,5
8838,Male,30,135,81,2
8839,Female,22,20,93,3
8840,Female,47,61,47,4
8841,Female,62,66,44,4
8842,Male,31,134,20,2
8843,Female,54,46,60,4
8844,Male,36,26,36,0
8845,Male,31,137,84,2
8846,Female,19,63,49,4
8847,Female,34,103,24,5
8848,Female,19,55,60,4
8849,Female,32,104,70,1
8850,Female,36,23,98,3
8851,Female,24,19,93,3
8852,Male,69,43,46,4
8853,Female,23,40,66,3
8854,Male,60,30,2,0
8855,Male,49,60,51,4
8856,Male,63,19,2,0
8857,Male,36,20,13,0
8858,Female,41,60,41,4
8859,Female,38,78,75,1
8860,Male,31,74,74,1
8861,Female,41,28,30,0
8862,Female,49,56,43,4
8863,Female,21,32,81,3
8864,Female,45,55,44,4
8865,Male,69,64,43,4
8866,Female,49,65,59,4
8867,Female,43,34,18,0
8868,Male,49,53,46,4
8869,Male,70,48,55,4
8870,Male,43,78,15,5
8871,Female,37,87,29,5
8872,Male,49,62,47,4
8873,Female,48,53,44,4
8874,Female,49,61,48,4
8875,Female,27,76,91,1
8876,Female,29,89,87,1
8877,Female,36,86,76,1
8878,Male,33,79,1,5
8879,Female,24,21,75,3
8880,Female,62,66,43,4
8881,Female,60,51,49,4
8882,Female,68,60,55,4
8883,Female,49,59,44,4
8884,Female,41,27,31,0
8885,Male,59,92,10,5
8886,Female,30,38,42,4
8887,Male,40,89,13,5
8888,Female,47,48,41,4
8889,Female,26,71,34,5
8890,Male,24,38,92,3
8891,Male,20,71,6,5
8892,Male,25,38,93,3
8893,Female,30,78,93,1
8894,Male,49,60,56,4
8895,Female,45,28,32,0
8896,Male,70,42,48,4
8897,Female,25,41,66,3
8898,Male,19,48,59,4
8899,Female,54,29,15,0
8900,Female,59,50,49,4
8901,Female,64,65,42,4
8902,Female,46,77,17,5
8903,Male,58,72,11,5
8904,Female,55,58,58,4
8905,Female,61,53,57,4
8906,Male,32,88,61,1
8907,Male,36,92,89,1
8908,Female,43,78,19,5
8909,Female,32,98,85,1
8910,Female,22,72,29,5
8911,Female,44,50,49,4
8912,Female,21,17,78,3
8913,Female,22,68,30,5
8914,Male,69,42,45,4
8915,Female,33,47,45,4
8916,Female,31,42,53,4
8917,Male,18,50,59,4
8918,Male,69,46,45,4
8919,Male,38,55,58,4
8920,Female,54,59,56,4
8921,Male,21,15,81,3
8922,Male,34,76,90,1
8923,Female,43,33,17,0
8924,Female,32,74,71,1
8925,Male,66,61,59,4
8926,Male,31,24,73,3
8927,Female,19,63,55,4
8928,Male,63,48,52,4
8929,Male,33,112,10,5
8930,Male,59,72,8,5
8931,Female,64,64,43,4
8932,Female,18,65,53,4
8933,Male,48,61,57,4
8934,Female,20,17,4,0
8935,Female,25,39,65,3
8936,Female,51,44,44,4
8937,Male,58,52,46,4
8938,Female,33,103,72,1
8939,Female,50,40,29,0
8940,Female,37,75,74,1
8941,Female,43,56,52,4
8942,Male,33,111,8,5
8943,Male,32,25,73,3
8944,Female,50,35,14,0
8945,Male,30,26,72,3
8946,Male,36,26,61,3
8947,Male,20,20,78,3
8948,Female,27,48,51,4
8949,Female,32,96,87,1
8950,Female,33,76,87,1
8951,Male,38,19,12,0
8952,Male,68,20,15,0
8953,Male,32,111,9,5
8954,Female,24,55,52,4
8955,Female,18,64,48,4
8956,Female,67,48,50,4
8957,Male,47,39,38,4
8958,Male,20,49,57,4
8959,Female,57,75,7,5
8960,Male,31,75,75,1
8961,Male,59,55,48,4
8962,Male,67,61,58,4
8963,Female,65,40,35,0
8964,Male,26,88,71,1
8965,Male,33,137,19,2
8966,Female,28,47,52,4
8967,Female,36,36,29,0
8968,Female,20,15,5,0
8969,Female,35,18,6,0
8970,Female,28,39,42,4
8971,Male,29,31,82,3
8972,Female,55,78,33,5
8973,Female,23,62,42,4
8974,Female,29,88,85,1
8975,Female,22,56,51,4
8976,Male,22,15,81,3
8977,Male,43,69,35,4
8978,Male,32,137,18,2
8979,Female,29,78,74,1
8980,Male,39,72,77,1
8981,Female,35,24,98,3
8982,Female,63,66,42,4
8983,Female,29,81,93,1
8984,Female,21,29,72,3
8985,Male,35,25,61,3
8986,Female,46,53,52,4
8987,Male,19,15,42,0
8988,Male,26,100,68,1
8989,Male,46,42,40,4
8990,Female,48,33,15,0
8991,Female,20,65,52,4
8992,Female,21,29,86,3
8993,Male,59,42,61,4
8994,Female,22,35,81,3
8995,Male,46,97,16,5
8996,Female,50,56,38,4
8997,Male,68,44,47,4
8998,Male,66,54,40,4
8999,Male,64,50,49,4
9000,Male,19,46,57,4
9001,Male,40,70,94,1
9002,Female,48,42,54,4
9003,Male,25,24,74,3
9004,Female,65,66,52,4
9005,Male,69,62,43,4
9006,Female,21,63,50,4
9007,Female,23,61,39,4
9008,Female,37,97,30,5
9009,Male,18,62,49,4
9010,Female,30,80,91,1
9011,Female,69,48,47,4
9012,Female,20,36,81,3
9013,Male,35,93,92,1
9014,Female,37,97,32,5
9015,Male,28,90,67,1
9016,Female,36,86,25,5
9017,Male,28,76,97,1
9018,Male,25,23,72,3
9019,Male,18,47,59,4
9020,Male,35,22,35,0
9021,Male,20,61,49,4
9022,Male,40,71,97,1
9023,Female,32,39,62,3
9024,Male,67,62,59,4
9025,Female,51,40,54,4
9026,Female,35,35,25,0
9027,Female,40,29,32,0
9028,Male,58,44,62,4
9029,Female,50,56,44,4
9030,Female,21,56,59,4
9031,Female,35,19,34,0
9032,Female,51,53,43,4
9033,Male,29,101,72,1
9034,Male,35,79,1,5
9035,Female,61,51,50,4
9036,Female,30,41,42,4
9037,Female,22,61,42,4
9038,Male,22,15,80,3
9039,Female,29,88,83,1
9040,Male,32,75,92,1
9041,Female,27,46,51,4
9042,Female,48,59,49,4
9043,Male,47,61,43,4
9044,Male,30,97,99,1
9045,Male,67,63,58,4
9046,Male,30,99,96,1
9047,Male,60,90,14,5
9048,Male,23,16,81,3
9049,Female,65,38,36,0
9050,Female,39,68,56,4
9051,Male,37,53,56,4
9052,Female,32,75,89,1
9053,Male,38,70,75,1
9054,Female,35,73,73,1
9055,Female,40,31,30,0
9056,Male,20,73,4,5
9057,Female,25,23,77,3
9058,Female,34,19,98,3
9059,Male,48,62,42,4
9060,Female,25,71,34,5
9061,Male,58,54,51,4
9062,Female,22,62,42,4
9063,Female,21,31,74,3
9064,Female,61,50,56,4
9065,Male,40,87,12,5
9066,Male,58,54,52,4
9067,Male,20,48,59,4
9068,Female,50,38,29,0
9069,Female,20,61,43,4
9070,Female,43,74,7,5
9071,Male,59,88,15,5
9072,Female,54,79,34,5
9073,Male,20,61,49,4
9074,Male,29,78,98,1
9075,Male,64,16,4,0
9076,Male,19,46,55,4
9077,Female,40,97,39,5
9078,Female,40,30,30,0
9079,Female,23,70,28,5
9080,Male,19,62,47,4
9081,Female,43,78,19,5
9082,Female,28,76,40,5
9083,Female,31,72,71,1
9084,Female,51,67,57,4
9085,Male,32,87,64,1
9086,Male,37,80,1,5
9087,Female,23,54,50,4
9088,Male,48,61,50,4
9089,Female,22,16,76,3
9090,Male,37,56,53,4
9091,Female,40,99,40,5
9092,Male,58,87,13,5
9093,Male,29,86,75,1
9094,Male,58,54,47,4
9095,Female,24,19,77,3
9096,Male,46,73,8,5
9097,Male,19,63,45,4
9098,Male,20,45,54,4
9099,Female,21,63,41,4
9100,Female,54,49,59,4
9101,Female,50,63,47,4
9102,Male,36,88,8,5
9103,Female,20,62,42,4
9104,Male,30,99,96,1
9105,Female,34,26,98,3
9106,Male,69,46,46,4
9107,Female,19,64,56,4
9108,Female,50,45,51,4
9109,Female,35,121,78,2
9110,Female,51,65,40,4
9111,Female,47,60,45,4
9112,Male,19,61,40,4
9113,Male,33,43,58,4
9114,Female,42,34,16,0
9115,Female,24,20,94,3
9116,Female,30,39,60,4
9117,Female,26,61,50,4
9118,Female,23,72,33,5
9119,Female,49,66,58,4
9120,Male,18,49,61,4
9121,Male,34,80,1,5
9122,Female,48,41,28,0
9123,Female,44,72,8,5
9124,Female,21,30,74,3
9125,Male,52,35,4,0
9126,Female,31,70,78,1
9127,Female,43,46,49,4
9128,Female,23,28,88,3
9129,Male,19,63,44,4
9130,Female,41,28,31,0
9131,Male,47,70,9,5
9132,Female,40,100,39,5
9133,Female,23,29,86,3
9134,Female,44,75,5,5
9135,Female,37,77,77,1
9136,Male,38,71,75,1
9137,Male,19,46,54,4
9138,Female,20,17,8,0
9139,Male,35,89,92,1
9140,Female,67,47,47,4
9141,Female,54,29,12,0
9142,Male,60,91,13,5
9143,Female,56,76,6,5
9144,Female,31,37,60,3
9145,Male,20,82,6,5
9146,Female,50,44,43,4
9147,Female,44,74,6,5
9148,Male,37,69,74,1
9149,Female,41,102,18,5
9150,Female,65,39,35,0
9151,Male,28,88,74,1
9152,Female,54,47,60,4
9153,Male,59,27,5,0
9154,Female,50,42,55,4
9155,Male,38,73,75,1
9156,Male,24,60,51,4
9157,Female,45,54,55,4
9158,Male,67,64,48,4
9159,Male,19,50,59,4
9160,Male,70,44,46,4
9161,Female,20,62,41,4
9162,Female,32,40,63,3
9163,Female,61,50,56,4
9164,Male,47,43,41,4
9165,Male,41,85,12,5
9166,Male,43,72,36,5
9167,Female,28,81,85,1
9168,Female,23,30,87,3
9169,Male,70,50,53,4
9170,Male,33,126,74,2
9171,Female,48,65,59,4
9172,Female,50,45,44,4
9173,Female,43,49,49,4
9174,Female,57,77,3,5
9175,Female,22,15,8,0
9176,Male,29,27,83,3
9177,Female,51,44,50,4
9178,Female,32,69,76,1
9179,Male,39,76,88,1
9180,Female,32,44,54,4
9181,Male,31,127,73,2
9182,Male,48,39,37,4
9183,Male,29,101,69,1
9184,Male,31,97,98,1
9185,Female,28,39,41,4
9186,Male,23,38,93,3
9187,Female,38,113,93,1
9188,Male,67,17,14,0
9189,Male,67,61,62,4
9190,Female,28,59,50,4
9191,Male,28,78,95,1
9192,Female,20,54,56,4
9193,Male,19,62,48,4
9194,Male,26,62,56,4
9195,Male,34,93,91,1
9196,Female,24,40,65,3
9197,Female,30,39,61,3
9198,Male,26,23,75,3
9199,Female,39,95,31,5
9200,Female,53,100,24,5
9201,Male,19,65,45,4
9202,Female,22,72,27,5
9203,Male,39,68,88,1
9204,Female,24,27,89,3
9205,Female,23,19,93,3
9206,Female,27,60,50,4
9207,Female,50,42,51,4
9208,Male,66,59,50,4
9209,Female,58,49,48,4
9210,Female,18,64,48,4
9211,Female,35,21,97,3
9212,Female,54,29,12,0
9213,Male,53,22,30,0
9214,Female,32,17,39,0
9215,Male,58,57,47,4
9216,Male,41,71,95,1
9217,Female,46,49,43,4
9218,Female,48,78,16,5
9219,Female,20,38,74,3
9220,Male,29,29,84,3
9221,Female,45,27,31,0
9222,Female,36,102,84,1
9223,Male,67,53,40,4
9224,Male,39,71,92,1
9225,Male,27,90,68,1
9226,Male,31,88,64,1
9227,Male,36,78,1,5
9228,Male,41,88,22,5
9229,Male,27,101,65,1
9230,Female,36,85,26,5
9231,Male,53,35,2,0
9232,Female,47,60,48,4
9233,Male,66,60,53,4
9234,Male,20,18,79,3
9235,Female,46,26,3,0
9236,Male,20,71,3,5
9237,Male,30,30,82,3
9238,Male,25,60,51,4
9239,Female,35,20,98,3
9240,Female,47,49,42,4
9241,Female,24,73,33,5
9242,Female,21,62,40,4
9243,Female,62,65,41,4
9244,Female,46,125,26,2
9245,Male,58,88,14,5
9246,Male,29,26,82,3
9247,Female,25,73,34,5
9248,Male,25,24,75,3
9249,Female,59,21,13,0
9250,Female,29,75,89,1
9251,Female,57,78,34,5
9252,Female,66,62,53,4
9253,Female,46,26,5,0
9254,Female,47,59,46,4
9255,Male,19,24,66,3
9256,Female,62,65,43,4
9257,Female,23,28,87,3
9258,Male,30,28,83,3
9259,Female,31,75,89,1
9260,Female,35,35,27,0
9261,Female,56,80,35,5
9262,Female,38,79,78,1
9263,Female,31,89,87,1
9264,Male,32,115,7,5
9265,Female,38,86,75,1
9266,Male,37,70,75,1
9267,Female,37,65,41,4
9268,Female,31,71,71,1
9269,Female,23,38,63,3
9270,Female,31,40,44,4
9271,Female,36,85,76,1
9272,Female,21,60,40,4
9273,Male,27,76,98,1
9274,Female,47,78,17,5
9275,Female,36,86,29,5
9276,Female,48,50,44,4
9277,Female,60,52,58,4
9278,Female,34,20,35,0
9279,Female,35,103,86,1
9280,Male,37,80,1,5
9281,Male,29,99,98,1
9282,Female,31,47,44,4
9283,Male,34,79,88,1
9284,Female,21,17,75,3
9285,Male,30,30,82,3
9286,Male,42,85,20,5
9287,Female,35,73,74,1
9288,Male,47,62,41,4
9289,Male,33,75,91,1
9290,Male,25,24,72,3
9291,Female,49,39,51,4
9292,Male,43,78,18,5
9293,Female,29,89,88,1
9294,Male,31,136,20,2
9295,Male,25,63,56,4
9296,Male,27,88,68,1
9297,Female,34,58,60,4
9298,Female,58,77,6,5
9299,Male,31,73,72,1
9300,Male,46,98,14,5
9301,Male,64,19,3,0
9302,Female,22,54,50,4
9303,Male,33,43,61,4
9304,Male,38,69,74,1
9305,Female,44,79,20,5
9306,Female,58,20,15,0
9307,Female,49,43,54,4
9308,Male,30,102,94,1
9309,Male,18,32,94,3
9310,Female,48,31,16,0
9311,Male,47,71,9,5
9312,Female,49,67,58,4
9313,Female,53,102,25,5
9314,Female,32,47,46,4
9315,Female,31,87,86,1
9316,Female,32,101,70,1
9317,Male,48,75,34,5
9318,Female,43,47,51,4
9319,Male,67,62,59,4
9320,Female,58,53,50,4
9321,Female,20,63,48,4
9322,Female,24,72,33,5
9323,Female,42,47,48,4
9324,Male,19,74,8,5
9325,Male,29,66,57,4
9326,Female,41,61,39,4
9327,Female,35,121,78,2
9328,Female,45,126,29,2
9329,Male,58,73,11,5
9330,Female,68,60,56,4
9331,Male,18,61,40,4
9332,Female,66,47,52,4
9333,Female,40,30,30,0
9334,Female,35,18,99,3
9335,Female,46,53,53,4
9336,Female,64,41,36,4
9337,Male,38,70,75,1
9338,Female,41,33,14,0
9339,Male,36,85,10,5
9340,Female,30,87,84,1
9341,Male,30,24,73,3
9342,Male,48,60,43,4
9343,Male,34,78,91,1
9344,Male,20,62,49,4
9345,Male,19,73,8,5
9346,Male,69,43,46,4
9347,Male,35,88,93,1
9348,Female,40,31,31,0
9349,Male,19,83,5,5
9350,Female,28,74,38,5
9351,Male,54,48,46,4
9352,Female,32,62,42,4
9353,Male,24,36,90,3
9354,Male,48,40,37,4
9355,Female,59,50,55,4
9356,Male,58,88,15,5
9357,Female,32,103,70,1
9358,Female,29,79,73,1
9359,Female,54,49,57,4
9360,Male,21,16,81,3
9361,Male,39,76,91,1
9362,Male,18,47,61,4
9363,Female,38,85,76,1
9364,Male,60,32,4,0
9365,Female,18,61,47,4
9366,Male,28,27,82,3
9367,Female,41,27,30,0
9368,Female,48,118,16,5
9369,Male,40,55,46,4
9370,Female,55,27,15,0
9371,Female,28,37,44,4
9372,Male,63,48,52,4
9373,Female,37,100,33,5
9374,Female,43,46,53,4
9375,Female,51,59,46,4
9376,Male,28,79,96,1
9377,Female,44,73,7,5
9378,Female,30,37,74,3
9379,Female,56,56,58,4
9380,Female,34,80,20,5
9381,Male,64,50,52,4
9382,Female,34,78,22,5
9383,Female,45,26,31,0
9384,Female,21,61,40,4
9385,Female,41,66,61,4
9386,Male,33,127,75,2
9387,Female,31,40,62,4
9388,Male,20,61,49,4
9389,Male,35,28,62,3
9390,Male,36,89,9,5
9391,Female,35,21,35,0
9392,Male,45,70,35,4
9393,Female,39,69,57,4
9394,Female,34,89,95,1
9395,Male,46,72,8,5
9396,Male,26,53,53,4
9397,Female,40,113,90,1
9398,Female,23,40,63,3
9399,Female,29,77,79,1
9400,Male,19,47,61,4
9401,Female,43,73,6,5
9402,Female,22,56,58,4
9403,Male,67,20,14,0
9404,Male,19,47,59,4
9405,Male,47,62,40,4
9406,Female,67,59,54,4
9407,Female,38,113,92,1
9408,Male,33,78,1,5
9409,Female,57,76,34,5
9410,Male,41,82,19,5
9411,Female,39,60,36,4
9412,Male,36,86,92,1
9413,Male,50,83,27,5
9414,Female,18,64,48,4
9415,Male,29,102,69,1
9416,Male,59,30,3,0
9417,Male,67,20,16,0
9418,Female,55,58,57,4
9419,Male,27,66,56,4
9420,Male,38,72,75,1
9421,Male,48,63,56,4
9422,Female,45,28,32,0
9423,Male,21,15,81,3
9424,Male,68,63,58,4
9425,Female,22,61,40,4
9426,Male,36,25,32,0
9427,Male,68,45,47,4
9428,Female,25,72,33,5
9429,Male,34,95,89,1
9430,Male,35,85,9,5
9431,Female,20,53,58,4
9432,Male,47,59,48,4
9433,Female,35,23,95,3
9434,Male,69,48,56,4
9435,Female,30,33,72,3
9436,Female,31,81,74,1
9437,Female,53,27,15,0
9438,Male,38,71,74,1
9439,Male,28,67,56,4
9440,Female,30,78,72,1
9441,Male,29,27,83,3
9442,Male,31,127,74,2
9443,Female,35,86,27,5
9444,Female,42,46,48,4
9445,Male,20,15,40,0
9446,Female,49,44,53,4
9447,Female,30,19,39,0
9448,Female,58,17,15,0
9449,Male,47,78,37,5
9450,Female,34,71,75,1
9451,Female,27,40,48,4
9452,Female,44,76,20,5
9453,Female,52,45,50,4
9454,Female,19,66,48,4
9455,Female,50,34,15,0
9456,Male,26,54,53,4
9457,Female,40,60,41,4
9458,Female,31,15,38,0
9459,Male,25,23,74,3
9460,Male,68,63,60,4
9461,Female,41,99,40,5
9462,Female,52,88,13,5
9463,Female,32,99,87,1
9464,Male,48,69,8,5
9465,Male,38,70,90,1
9466,Female,32,41,54,4
9467,Male,34,80,1,5
9468,Male,18,49,60,4
9469,Male,25,63,55,4
9470,Female,55,78,35,5
9471,Male,30,137,83,2
9472,Male,26,91,70,1
9473,Male,22,21,80,3
9474,Female,20,67,49,4
9475,Male,26,54,55,4
9476,Male,68,61,43,4
9477,Female,35,38,27,0
9478,Female,34,57,62,4
9479,Male,38,89,89,1
9480,Female,20,64,56,4
9481,Female,50,40,55,4
9482,Male,28,87,74,1
9483,Female,44,74,6,5
9484,Male,40,71,94,1
9485,Male,27,87,70,1
9486,Female,45,52,52,4
9487,Male,27,102,70,1
9488,Male,36,20,14,0
9489,Female,21,37,81,3
9490,Female,66,47,49,4
9491,Male,20,48,57,4
9492,Female,36,87,27,5
9493,Female,59,51,56,4
9494,Male,31,24,74,3
9495,Female,28,40,38,4
9496,Male,28,78,96,1
9497,Female,35,18,7,0
9498,Female,24,17,77,3
9499,Female,51,58,45,4
9500,Female,44,127,26,2
9501,Male,52,48,47,4
9502,Female,49,43,44,4
9503,Male,21,18,80,3
9504,Female,41,29,33,0
9505,Male,43,77,19,5
9506,Female,25,17,77,3
9507,Female,23,54,51,4
9508,Male,58,88,14,5
9509,Male,53,34,7,0
9510,Female,45,77,20,5
9511,Male,35,24,36,0
9512,Male,24,78,13,5
9513,Female,47,24,4,0
9514,Female,51,45,50,4
9515,Male,30,101,99,1
9516,Male,30,73,93,1
9517,Male,48,60,48,4
9518,Female,35,25,97,3
9519,Female,30,78,78,1
9520,Male,52,25,28,0
9521,Female,37,98,33,5
9522,Male,67,64,62,4
9523,Female,29,99,89,1
9524,Female,45,56,55,4
9525,Male,43,78,16,5
9526,Female,37,101,86,1
9527,Male,53,32,6,0
9528,Male,20,22,68,3
9529,Female,60,51,51,4
9530,Female,55,79,35,5
9531,Female,30,80,74,1
9532,Female,40,103,16,5
9533,Female,31,98,88,1
9534,Female,34,22,34,0
9535,Male,52,21,31,0
9536,Female,33,48,48,4
9537,Female,50,70,58,4
9538,Female,23,61,44,4
9539,Male,20,34,93,3
9540,Female,46,52,42,4
9541,Female,43,77,20,5
9542,Female,35,118,77,2
9543,Female,60,51,56,4
9544,Female,22,56,54,4
9545,Female,21,56,58,4
9546,Male,68,18,13,0
9547,Female,69,59,54,4
9548,Female,31,77,88,1
9549,Female,40,101,19,5
9550,Male,43,71,35,5
9551,Female,38,64,45,4
9552,Female,50,55,42,4
9553,Female,37,17,7,0
9554,Male,22,19,79,3
9555,Male,22,21,79,3
9556,Female,33,88,97,1
9557,Female,35,18,98,3
9558,Female,49,31,11,0
9559,Male,35,24,35,0
9560,Male,25,87,69,1
9561,Male,40,88,14,5
9562,Female,35,20,33,0
9563,Female,22,31,74,3
9564,Female,65,38,36,0
9565,Female,30,73,71,1
9566,Female,45,25,33,0
9567,Female,31,75,74,1
9568,Female,43,80,20,5
9569,Male,18,47,60,4
9570,Female,44,71,7,5
9571,Male,19,59,39,4
9572,Female,36,97,31,5
9573,Male,70,46,56,4
9574,Female,36,86,74,1
9575,Female,21,16,6,0
9576,Male,32,126,74,2
9577,Male,67,64,59,4
9578,Female,51,43,46,4
9579,Male,19,15,40,0
9580,Female,24,63,38,4
9581,Male,31,127,72,2
9582,Female,48,38,25,0
9583,Female,53,88,13,5
9584,Male,28,29,82,3
9585,Male,27,66,56,4
9586,Male,32,74,94,1
9587,Female,33,95,86,1
9588,Male,32,133,17,2
9589,Female,24,39,65,3
9590,Female,38,67,39,4
9591,Male,60,29,2,0
9592,Female,27,48,52,4
9593,Female,40,28,32,0
9594,Female,21,63,44,4
9595,Female,35,22,33,0
9596,Male,32,78,91,1
9597,Female,32,82,92,1
9598,Male,30,97,98,1
9599,Male,31,26,74,3
9600,Male,67,65,43,4
9601,Female,34,101,23,5
9602,Female,68,60,56,4
9603,Female,55,29,13,0
9604,Female,54,101,25,5
9605,Female,22,27,76,3
9606,Female,20,65,49,4
9607,Male,39,53,55,4
9608,Male,67,65,46,4
9609,Male,29,77,96,1
9610,Female,42,33,18,0
9611,Male,28,27,80,3
9612,Female,44,73,6,5
9613,Female,55,47,60,4
9614,Female,48,48,42,4
9615,Female,33,77,75,1
9616,Female,33,96,84,1
9617,Female,21,59,42,4
9618,Male,48,55,48,4
9619,Female,29,79,77,1
9620,Female,31,43,53,4
9621,Male,18,58,42,4
9622,Male,48,61,41,4
9623,Female,34,104,24,5
9624,Male,67,18,12,0
9625,Male,60,31,1,0
9626,Male,59,86,15,5
9627,Male,18,61,48,4
9628,Female,55,57,57,4
9629,Male,49,78,37,5
9630,Female,36,73,73,1
9631,Male,38,19,11,0
9632,Male,35,76,2,5
9633,Male,40,86,13,5
9634,Female,23,62,42,4
9635,Male,50,83,26,5
9636,Female,40,28,29,0
9637,Male,18,65,45,4
9638,Female,66,63,47,4
9639,Female,37,78,76,1
9640,Male,54,61,47,4
9641,Male,38,71,74,1
9642,Female,46,54,44,4
9643,Male,37,20,12,0
9644,Male,39,71,77,1
9645,Female,32,40,40,4
9646,Female,35,84,75,1
9647,Female,45,24,3,0
9648,Female,28,47,51,4
9649,Female,49,56,47,4
9650,Female,18,65,45,4
9651,Male,60,56,48,4
9652,Female,28,79,91,1
9653,Female,39,114,91,1
9654,Female,40,69,57,4
9655,Female,31,73,88,1
9656,Male,35,77,1,5
9657,Male,19,74,13,5
9658,Male,21,22,67,3
9659,Male,46,99,16,5
9660,Female,32,41,45,4
9661,Male,32,77,95,1
9662,Female,49,65,59,4
9663,Female,44,73,7,5
9664,Male,19,72,13,5
9665,Female,34,106,22,5
9666,Male,54,62,46,4
9667,Female,42,49,49,4
9668,Female,38,96,30,5
9669,Male,42,85,19,5
9670,Male,41,54,47,4
9671,Female,28,96,87,1
9672,Female,26,75,90,1
9673,Male,59,56,47,4
9674,Female,38,38,27,0
9675,Female,55,27,14,0
9676,Male,35,25,35,0
9677,Male,32,74,73,1
9678,Male,41,86,16,5
9679,Male,36,21,12,0
9680,Female,28,41,48,4
9681,Male,48,52,44,4
9682,Female,34,79,22,5
9683,Male,28,101,71,1
9684,Female,20,67,51,4
9685,Female,30,41,40,4
9686,Male,42,77,16,5
9687,Female,57,75,7,5
9688,Male,18,51,59,4
9689,Female,23,16,77,3
9690,Male,41,55,47,4
9691,Male,30,137,83,2
9692,Male,65,20,5,0
9693,Male,27,68,55,4
9694,Female,20,65,47,4
9695,Male,19,80,6,5
9696,Female,23,61,40,4
9697,Female,34,76,20,5
9698,Male,31,99,97,1
9699,Male,28,77,97,1
9700,Female,48,59,46,4
9701,Male,30,135,84,2
9702,Male,58,54,51,4
9703,Male,48,39,33,0
9704,Female,32,61,43,4
9705,Female,22,16,75,3
9706,Female,43,49,51,4
9707,Female,35,74,75,1
9708,Male,20,62,49,4
9709,Female,35,18,98,3
9710,Male,18,50,61,4
9711,Male,20,17,80,3
9712,Female,29,76,42,4
9713,Male,42,79,16,5
9714,Male,37,79,1,5
9715,Male,57,53,54,4
9716,Male,21,72,5,5
9717,Female,26,78,91,1
9718,Male,32,78,93,1
9719,Male,28,85,75,1
9720,Female,30,80,74,1
9721,Female,31,78,74,1
9722,Female,31,48,47,4
9723,Female,18,67,48,4
9724,Female,23,60,56,4
9725,Female,22,18,76,3
9726,Female,44,30,31,0
9727,Male,38,53,55,4
9728,Female,23,56,55,4
9729,Female,49,65,58,4
9730,Male,33,24,73,3
9731,Female,48,63,47,4
9732,Male,18,33,91,3
9733,Female,32,88,94,1
9734,Female,50,43,54,4
9735,Male,31,25,74,3
9736,Male,62,47,50,4
9737,Male,22,23,64,3
9738,Female,31,41,62,4
9739,Male,26,55,54,4
9740,Female,52,45,51,4
9741,Female,67,64,50,4
9742,Female,28,77,88,1
9743,Male,38,67,89,1
9744,Male,32,137,17,2
9745,Male,42,78,16,5
9746,Female,30,79,83,1
9747,Male,18,74,10,5
9748,Male,18,79,4,5
9749,Female,19,62,46,4
9750,Male,48,61,50,4
9751,Male,24,37,93,3
9752,Male,36,28,62,3
9753,Female,41,68,57,4
9754,Male,31,24,74,3
9755,Female,28,72,89,1
9756,Female,22,63,43,4
9757,Female,48,65,58,4
9758,Female,32,44,54,4
9759,Male,31,137,85,2
9760,Male,39,71,77,1
9761,Male,21,62,49,4
9762,Female,29,17,40,0
9763,Female,29,42,39,4
9764,Female,28,61,52,4
9765,Female,24,30,88,3
9766,Female,46,48,42,4
9767,Male,67,62,58,4
9768,Female,65,45,52,4
9769,Female,52,90,15,5
9770,Male,28,27,82,3
9771,Female,42,98,42,5
9772,Female,43,32,18,0
9773,Female,35,18,5,0
9774,Male,43,71,34,5
9775,Female,33,88,94,1
9776,Male,18,60,42,4
9777,Male,41,85,20,5
9778,Female,36,101,87,1
9779,Male,66,59,59,4
9780,Female,30,42,55,4
9781,Male,39,69,77,1
9782,Male,54,63,48,4
9783,Female,19,63,52,4
9784,Female,44,78,20,5
9785,Female,36,17,4,0
9786,Female,27,78,88,1
9787,Female,45,124,26,2
9788,Female,43,48,49,4
9789,Male,55,64,44,4
9790,Male,65,63,50,4
9791,Female,32,78,73,1
9792,Male,68,51,41,4
9793,Male,38,66,91,1
9794,Male,18,74,8,5
9795,Male,26,63,59,4
9796,Female,43,48,49,4
9797,Female,35,21,4,0
9798,Male,43,76,18,5
9799,Female,41,102,17,5
9800,Male,31,137,17,2
9801,Male,66,64,49,4
9802,Male,18,32,91,3
9803,Female,21,61,42,4
9804,Male,47,78,38,5
9805,Male,69,44,46,4
9806,Male,63,19,4,0
9807,Female,27,41,46,4
9808,Female,19,65,48,4
9809,Female,65,38,34,0
9810,Female,26,40,46,4
9811,Male,36,86,9,5
9812,Female,53,27,13,0
9813,Female,18,64,51,4
9814,Male,40,54,49,4
9815,Male,54,61,43,4
9816,Female,54,29,16,0
9817,Male,48,77,37,5
9818,Female,36,36,27,0
9819,Female,51,69,43,4
9820,Female,22,54,50,4
9821,Female,49,52,40,4
9822,Female,44,30,34,0
9823,Male,25,64,53,4
9824,Female,60,49,54,4
9825,Female,34,103,22,5
9826,Female,70,47,46,4
9827,Male,47,75,37,5
9828,Male,35,28,62,3
9829,Female,39,70,59,4
9830,Female,56,80,34,5
